uwbid,uwbidnum,Wahlberech,kreisid,xcentroid,ycentroid
03811,3811,1431,0308,1493755.3537470060,6897384.6655844916
03812,3812,1638,0308,1493432.4856020764,6897183.3406295087
03813,3813,1765,0308,1493281.7252576579,6896510.2516534301
03814,3814,1405,0308,1492569.8191278134,6896663.3818943705
03815,3815,1520,0308,1492857.5569094187,6897223.1502139270
03816,3816,1509,0308,1493288.3181031423,6898078.1582432212
03817,3817,1273,0308,1492723.4416041034,6898346.5224192645
03818,3818,1241,0308,1492460.8432777761,6898052.9290721081
03819,3819,943,0308,1492691.4700386391,6897731.6037893333
03901,3901,1646,0309,1498638.7072141888,6900116.6165922796
03902,3902,1592,0309,1498771.4061254275,6899726.5909548597
03903,3903,1775,0309,1498573.1821271365,6899034.7157052215
03904,3904,1656,0309,1497774.6395837632,6899863.4005713416
03905,3905,1403,0309,1497461.0905293715,6899044.5728600938
03906,3906,1155,0309,1496719.6111169416,6898748.4450451257
03907,3907,1174,0309,1497184.6312973155,6898816.0041123582
03908,3908,1581,0309,1497264.9135075849,6898325.2354186075
03909,3909,1053,0309,1498424.8855779334,6897800.3217812022
03910,3910,1251,0309,1497777.2452626203,6897145.8858546177
03911,3911,1398,0309,1496947.2592622151,6896247.8812762517
03912,3912,1353,0309,1497086.3247930885,6896812.6951750321
03913,3913,1549,0309,1496340.6081938131,6897793.3518472575
03914,3914,963,0309,1495536.7333452089,6897468.6546310289
03915,3915,1922,0309,1496040.2003320176,6896890.3245607773
03916,3916,1597,0309,1495337.4410749197,6897171.9012625394
03917,3917,1486,0309,1495183.7885805515,6896849.9654882830
03918,3918,1451,0309,1495607.7215805484,6896600.3623204781
03919,3919,1667,0309,1494886.7288380980,6896478.0316438572
03920,3920,1151,0309,1496602.2250883812,6899044.5339458399
03921,3921,1210,0309,1496518.0089810146,6898339.8163634604
03922,3922,1479,0309,1498475.7309437192,6895309.6080629406
03923,3923,630,0309,1497225.2250186494,6899363.6816478148
03924,3924,1860,0309,1495802.3974827940,6897644.6399319516
04101,4101,1086,0401,1478849.9100637897,6899202.2036543265
04102,4102,1117,0401,1478193.8926371769,6898227.7647215417
04103,4103,1116,0401,1479117.6430543186,6898129.1440859130
04104,4104,978,0401,1478867.1888038095,6897801.5484302621
04105,4105,1003,0401,1478456.0962280389,6897583.7868662504
04106,4106,1441,0401,1479250.3657809347,6897184.2667631945
04107,4107,1293,0401,1481829.1412640177,6898747.5637623444
04108,4108,834,0401,1480423.9911602747,6898110.4250767995
04109,4109,904,0401,1480054.6492975347,6897696.5823362460
04110,4110,1198,0401,1480526.6633643298,6897735.0366133591
04111,4111,1026,0401,1480658.1823907965,6897479.5120724952
04112,4112,1247,0401,1480599.2372704132,6896759.2944578230
04113,4113,1378,0401,1480409.7113088707,6896016.1583591886
04114,4114,1275,0401,1481576.5516837749,6896494.2096454501
04115,4115,1417,0401,1480432.5157740531,6895396.2951721027
04116,4116,1275,0401,1480732.6401493729,6895647.7579303514
04117,4117,1634,0401,1481477.8342405437,6895206.9664281085
04118,4118,1509,0401,1481894.2605368397,6895498.3781349435
04201,4201,928,0402,1473039.9637650638,6894858.1814356195
04202,4202,1129,0402,1474163.9912386932,6893691.5434041480
04203,4203,1515,0402,1471805.3594450222,6892427.3952123122
04204,4204,1539,0402,1471952.0906346776,6892651.5833154982
04205,4205,1377,0402,1473730.2578508577,6892370.1373963300
04206,4206,1178,0402,1476409.4394263190,6895511.2485768273
04207,4207,1171,0402,1478240.1412918863,6895423.7516309861
04208,4208,1620,0402,1479417.4148457160,6895372.3013405157
04209,4209,1055,0402,1475356.8318881858,6894754.0287886420
04210,4210,1218,0402,1476140.9683815539,6894539.4806219246
04211,4211,1417,0402,1477064.3083427351,6894383.6616687523
04212,4212,1136,0402,1475962.3263179336,6893883.5429023681
04213,4213,1635,0402,1477040.0056909162,6893854.9524995862
04214,4214,1174,0402,1478335.3562398111,6893967.7936850619
04215,4215,1676,0402,1479077.4006412325,6894140.7689869152
04216,4216,1061,0402,1476416.8852089359,6893475.8523995075
04217,4217,1435,0402,1476068.9982193422,6893103.9574440261
04218,4218,1401,0402,1477023.7548139889,6893043.2906743661
04219,4219,1187,0402,1477437.4372117105,6893241.5749410810
04220,4220,1208,0402,1475925.6171827179,6891405.4079326326
04221,4221,1237,0402,1477602.7498706530,6891919.7142956350
04222,4222,830,0402,1478755.2423321274,6891595.8593676295
04223,4223,1564,0402,1478824.8109622223,6890849.8651686953
04224,4224,1096,0402,1476522.0712307123,6889940.2591172894
04301,4301,1286,0403,1479904.4279464565,6894342.8991524037
04302,4302,1086,0403,1480404.6491563967,6894362.4799531624
04303,4303,1309,0403,1480683.4208639916,6894141.7964467863
04304,4304,1286,0403,1480895.5836422860,6893746.5495848777
04305,4305,1515,0403,1480290.2237780304,6893708.5745406095
04306,4306,1080,0403,1479821.8358669316,6893994.5758416383
04307,4307,1399,0403,1479564.9780105753,6893658.6920862766
04308,4308,1543,0403,1478588.7833948855,6893560.8218216319
04309,4309,1553,0403,1478336.5173701232,6893088.8244819427
04310,4310,1059,0403,1479213.2886959363,6893150.2040354861
04311,4311,1430,0403,1479642.7323270065,6893316.8601735272
04312,4312,1215,0403,1479918.5516025578,6893078.3081145287
04313,4313,1474,0403,1479216.9910546103,6892610.6173929088
04314,4314,1385,0403,1480080.7056754327,6892645.6881031478
04315,4315,1438,0403,1480282.5230182719,6892223.6340270676
04316,4316,1250,0403,1479741.2206666127,6892216.3538185759
04317,4317,1034,0403,1479219.0386040679,6891934.5444111442
04318,4318,1140,0403,1479781.6750336639,6891735.0455780793
04319,4319,924,0403,1480385.5945429450,6891814.2687988989
04320,4320,1580,0403,1480804.9168963651,6892230.1375534078
04321,4321,1263,0403,1480915.7064271213,6891636.5538725518
04322,4322,1201,0403,1480397.8179742249,6891360.0209910590
04323,4323,1530,0403,1480942.7870514940,6891155.6463852162
04324,4324,1013,0403,1481468.8084324216,6891328.9692328274
04401,4401,1474,0404,1481347.2173324521,6893852.4422952076
04402,4402,1124,0404,1481941.8280158578,6893621.0128075052
04403,4403,1502,0404,1483402.6491661523,6893840.6742509147
04404,4404,1042,0404,1480313.5516710938,6893278.9003269561
04405,4405,1089,0404,1480805.3339525182,6893306.9450126812
04406,4406,1046,0404,1481515.4577040442,6893351.4110493613
04407,4407,1455,0404,1480718.6774213549,6892837.3620440988
04408,4408,1362,0404,1481657.3764277194,6893064.4575200193
04409,4409,1273,0404,1482497.2251071513,6893036.0103684645
04410,4410,1307,0404,1481008.5589620147,6892557.4008067530
04411,4411,1404,0404,1481482.6916752069,6892587.0660981126
04412,4412,1409,0404,1481903.4938465748,6892543.7015162995
04413,4413,1169,0404,1482325.2698318937,6892421.6061449246
04414,4414,1397,0404,1482777.2939732324,6892676.6707912916
04415,4415,1528,0404,1483625.3644045875,6892687.0809705434
04416,4416,1420,0404,1481851.1704799302,6891998.5166178653
04417,4417,1104,0404,1482337.3660619308,6891827.5809511943
04418,4418,1357,0404,1481776.4661078842,6891515.4638707107
04419,4419,1264,0404,1482801.3400525281,6891850.7033949289
04420,4420,1188,0404,1483627.8537393177,6891595.9477901384
04421,4421,1070,0404,1484478.1590139631,6891656.9784584669
04422,4422,909,0404,1482302.8054882623,6891324.3600605913
04423,4423,1188,0404,1482901.7794588655,6891216.6681869552
04424,4424,1228,0404,1481715.8101561049,6890849.2871217094
04425,4425,1541,0404,1482278.2378545159,6890653.4692954263
04501,4501,941,0405,1472635.4683336294,6888333.0212554988
04502,4502,1134,0405,1477225.0768795996,6888839.8620502800
04503,4503,944,0405,1478366.9100618584,6889669.2835638234
04504,4504,1330,0405,1479321.4602414798,6889722.2342283726
04505,4505,1070,0405,1480001.9672093717,6889760.4146972271
04506,4506,1436,0405,1480026.4381044542,6890126.6264496846
04507,4507,982,0405,1479723.3368630286,6890838.5248207469
04508,4508,1197,0405,1480028.6999720028,6890836.9272365645
04509,4509,1419,0405,1480337.4942092665,6890958.0962929372
04510,4510,1486,0405,1480356.2378812602,6890388.2839484541
04511,4511,1218,0405,1480854.8058329513,6890612.9021907058
04512,4512,1083,0405,1481317.5201055850,6889988.0757988458
04513,4513,1412,0405,1481421.2878036757,6890538.5976592507
04514,4514,1109,0405,1481737.8487615513,6890245.9258659389
04515,4515,1172,0405,1482170.3892318849,6890282.0974564282
04516,4516,966,0405,1482170.5394278534,6889766.5152021730
04517,4517,1556,0405,1481112.3205683667,6889413.9285969380
04518,4518,1402,0405,1479956.9719454290,6889167.9958213940
04519,4519,1256,0405,1480109.1995535207,6888627.7313103275
04520,4520,1383,0405,1479367.3227459181,6888397.8018262303
04521,4521,1003,0405,1478534.2107355029,6888844.2304531522
04522,4522,1277,0405,1477626.7343454675,6887902.8395543015
04523,4523,1076,0405,1478780.5678351477,6887728.1679253876
04524,4524,1344,0405,1477661.7695967869,6886594.7147402633
04525,4525,1129,0405,1478547.6689567703,6886270.1281761518
04601,4601,1064,0406,1482898.8475063222,6890597.1745824534
04602,4602,1080,0406,1483343.3221177279,6890757.6323293746
04603,4603,1143,0406,1483878.5774159429,6890706.8042020407
04604,4604,1108,0406,1484487.8640101147,6890935.6991266096
04605,4605,1077,0406,1484567.6843285121,6890392.1176388068
04606,4606,1271,0406,1484255.9913967734,6890169.5414534332
04607,4607,1146,0406,1483644.1519398042,6890146.0835241210
04608,4608,1236,0406,1483127.0145780963,6890021.9086942868
04609,4609,1150,0406,1482722.1326790943,6889939.8793721814
04610,4610,1116,0406,1483330.6851111318,6889682.7480528848
04611,4611,1003,0406,1483693.3097595593,6889675.0363624319
04612,4612,1374,0406,1484319.4239153434,6889645.2241020929
04613,4613,1286,0406,1484518.0584707675,6889236.9150484921
04614,4614,1153,0406,1484174.7740476730,6889057.4157089414
04615,4615,1150,0406,1483621.7466048282,6889004.9201105721
04616,4616,1034,0406,1483398.0681102020,6889080.4128412576
04617,4617,1281,0406,1483224.5091333848,6888947.6434994703
04618,4618,1166,0406,1482759.9665487630,6889361.5606127745
04619,4619,1129,0406,1482937.8982159030,6888982.6886400776
04620,4620,1552,0406,1483697.3864781170,6888697.3927960452
04621,4621,1515,0406,1484313.0251311802,6887745.8900219649
04622,4622,1557,0406,1484437.3248694746,6888529.6542713484
04623,4623,1097,0406,1483365.1814312481,6888148.9464723049
04624,4624,1238,0406,1483528.7582045470,6887692.6208622660
04625,4625,1237,0406,1483458.6514114114,6887242.2882573185
04626,4626,1368,0406,1483947.1221064711,6887227.9855371350
04701,4701,1269,0407,1482283.5094486338,6888870.4980998440
04702,4702,1121,0407,1481528.6654840219,6888626.5250817323
04703,4703,1164,0407,1482532.5996878443,6888664.1315169511
04704,4704,1423,0407,1482020.2810634964,6887941.1098439125
04705,4705,1402,0407,1482738.2793043288,6887807.8465960855
04706,4706,1585,0407,1483075.7963916063,6887283.3570738733
04707,4707,1446,0407,1482507.1626741963,6887362.5155657483
04708,4708,1362,0407,1481814.3144875860,6887126.0185245126
04709,4709,1458,0407,1481317.3237765934,6886494.6942078127
04710,4710,1567,0407,1482524.9566960700,6886563.1566318478
04711,4711,1435,0407,1480802.1378178471,6886051.9255836839
04712,4712,1455,0407,1482464.2408619099,6886095.2709608898
04713,4713,1288,0407,1481775.4728649345,6885984.7599065425
04714,4714,1417,0407,1482216.9026420554,6885666.1474853549
04715,4715,1617,0407,1481010.7027376546,6885505.1351140793
04716,4716,1454,0407,1482140.6048567616,6885179.2624480715
04717,4717,1519,0407,1482577.0837763362,6885450.0759151634
04718,4718,1435,0407,1479681.4913847963,6887352.0874992656
04719,4719,923,0407,1480516.7501588797,6887954.2319213971
04720,4720,1277,0407,1478983.4785372568,6886925.9219583636
04721,4721,1248,0407,1479647.9174503421,6886832.4482804444
04722,4722,926,0407,1479354.7956668402,6886131.1235663677
04723,4723,1197,0407,1480583.3321914601,6886788.4579275809
04724,4724,1493,0407,1479911.4920900902,6885782.6383581655
04801,4801,1341,0401,1480840.0725533010,6894642.2137252158
04802,4802,1130,0401,1481343.9396680112,6894555.4372375021
04803,4803,1159,0401,1481821.4217276436,6894575.5950668491
04804,4804,1625,0401,1483147.9773593510,6894966.4030882316
04805,4805,1339,0401,1482169.9094057004,6894250.9039858226
04806,4806,1294,0401,1482832.8017240642,6894200.3179488266
05101,5101,862,0501,1467857.8292023260,6905706.9029518142
05102,5102,935,0501,1470945.6270462091,6905800.4073974406
05103,5103,1070,0501,1470185.5289300496,6904308.1247647265
05104,5104,958,0501,1471621.7075212176,6903488.6937014097
05105,5105,1076,0501,1465378.2687872597,6904999.3090995243
05106,5106,1063,0501,1468450.5524489069,6901134.7084845006
05107,5107,916,0501,1469095.9352624665,6902996.2053159559
05108,5108,1174,0501,1471264.5810504970,6902558.6415317077
05118,5118,1248,0501,1470790.6533727420,6901664.8698458867
05110,5110,902,0501,1469986.0026801473,6902194.0967068262
05111,5111,1259,0501,1469676.0245820282,6902755.4391982257
05112,5112,1055,0501,1469984.3669556901,6901756.5835963925
05113,5113,1064,0501,1469286.9457605695,6901795.3000609744
05114,5114,914,0501,1470063.2580933154,6901368.8848204724
05115,5115,1076,0501,1469237.1387011688,6900405.8401157139
05117,5117,979,0501,1466758.7422816118,6900640.3952875407
05126,5126,1204,0501,1467981.5700975389,6900017.7306116680
05119,5119,1287,0501,1470140.8943331114,6902655.7568546990
05120,5120,1223,0501,1471591.9305475813,6901408.3783838181
05121,5121,1101,0501,1471543.2416714465,6902094.6348547088
05122,5122,1004,0501,1465433.3793137551,6900411.1794285905
05123,5123,854,0501,1465912.5544126264,6900822.1336690905
05124,5124,1348,0501,1466459.4970043974,6900484.4671502011
05125,5125,1016,0501,1467383.2977672624,6900409.8672355916
05127,5127,964,0501,1467383.7654903790,6900014.6620803745
05128,5128,878,0501,1464350.1785423076,6902521.6013194658
05129,5129,1024,0501,1465344.5581139810,6901550.8161696354
05130,5130,1060,0501,1463944.6418901659,6901529.1246922826
05131,5131,1195,0501,1471165.5326078697,6900179.5620510494
05132,5132,1330,0501,1469839.4101294915,6900565.4051079201
05201,5201,1342,0502,1466907.0153953852,6898239.2913930062
05203,5203,1252,0502,1467539.5835176941,6898208.2568635605
05204,5204,964,0502,1468081.6769506140,6897538.9647109136
05205,5205,1016,0502,1468474.2110160610,6897759.2428243868
05206,5206,1381,0502,1467756.6161783088,6896671.5585998865
05208,5208,1159,0502,1469871.5095165775,6899491.6202496076
05209,5209,1057,0502,1468599.7713828837,6899821.4252852267
05210,5210,1261,0502,1470222.6242073493,6899717.6827361947
05211,5211,1565,0502,1469266.7400673921,6899598.7022292772
05212,5212,922,0502,1468777.2533600077,6896606.7275680462
05213,5213,1033,0502,1466554.2904689272,6899308.8479613960
05214,5214,825,0502,1466973.8030781532,6899278.1357427640
05216,5216,1607,0502,1468565.4112163296,6898961.1615682598
05217,5217,858,0502,1468189.5423995953,6895765.0215813853
05218,5218,1026,0502,1469324.4165404036,6898856.4402568368
05219,5219,1255,0502,1470053.0111328054,6898766.4180904450
05220,5220,1095,0502,1467049.8161750762,6895743.7374043660
05221,5221,847,0502,1469470.9318921417,6897661.3692469215
05222,5222,869,0502,1470083.2219668005,6898071.3426696993
05223,5223,1142,0502,1468706.2864843698,6898203.2207311131
05224,5224,976,0502,1468191.3980579590,6898529.9564200146
05225,5225,1026,0502,1469470.8685040672,6899734.5962029928
05226,5226,931,0502,1468640.0674733797,6897071.7382041728
05227,5227,1263,0502,1470884.4889820125,6899355.9690367235
05207,5207,1075,0502,1467323.5633914347,6899687.8299518684
05301,5301,1026,0503,1473748.4661637188,6898563.2258822918
05302,5302,979,0503,1471638.4420676501,6895992.7064635241
05303,5303,965,0503,1470847.3784528002,6894731.0928843226
05304,5304,1542,0503,1472654.5355723472,6900654.5004155049
05305,5305,1028,0503,1472408.9120608165,6899380.9619709915
05306,5306,916,0503,1469323.5227114842,6896812.3073564610
05307,5307,1360,0503,1473315.8437858827,6899380.4102414381
05308,5308,1231,0503,1473894.1130492263,6899335.8103433074
05310,5310,1271,0503,1468888.0808658500,6895832.4527385943
05311,5311,1211,0503,1469129.0088316514,6895551.8191573396
05314,5314,1230,0503,1469440.9690400553,6895277.1858355552
05315,5315,1128,0503,1476819.8717822635,6899231.4764367249
05316,5316,1348,0503,1468642.5812457737,6895175.6486924840
05317,5317,1124,0503,1471798.3649134061,6898390.1589126606
05318,5318,1256,0503,1468966.4705768370,6894901.1114280503
05319,5319,673,0503,1476544.7136814054,6899812.1004924001
05320,5320,1028,0503,1473517.0121759532,6898844.4423400695
05321,5321,1164,0503,1469440.4891653531,6894815.5032213163
05322,5322,1135,0503,1469785.7897923752,6894746.6858578352
05323,5323,912,0503,1474581.4695923217,6898297.0946743833
05324,5324,893,0503,1475726.4802545975,6899243.1794931311
05325,5325,1297,0503,1476975.7570380575,6898496.0713489735
05327,5327,934,0503,1475771.5596436867,6897041.2199869677
05328,5328,1255,0503,1477468.1847488484,6898002.5928845163
05329,5329,1033,0503,1477938.8859216582,6897237.7318135984
05312,5312,988,0503,1469917.7203927438,6896404.9556195708
05313,5313,1415,0503,1472213.2890580546,6896652.4729623701
05326,5326,1116,0503,1469419.4024952657,6895913.6263816319
05401,5401,1021,0504,1462146.8142286900,6900431.6326708039
05402,5402,725,0504,1466232.5646396375,6897951.1993261045
05403,5403,963,0504,1464279.7198614774,6899181.5952495765
05404,5404,1011,0504,1461749.1041632215,6897107.1606342290
05405,5405,1098,0504,1464367.9954746389,6898235.2170975786
05406,5406,1117,0504,1463435.0825744257,6897224.9952472514
05407,5407,969,0504,1465072.1778437197,6896116.9820380071
05408,5408,973,0504,1465856.9677806883,6895404.4192173388
05409,5409,1146,0504,1466323.0315383479,6896073.8748876387
05410,5410,1532,0504,1465147.3660279294,6899626.1971267518
05411,5411,1058,0504,1464099.7285150944,6897288.5364190685
05412,5412,1428,0504,1464275.4417696435,6896868.8412341215
05413,5413,1501,0504,1465717.1527244842,6897016.9895136496
05414,5414,885,0504,1464366.3881531658,6896508.5312344097
05415,5415,1410,0504,1463442.0155117717,6896730.6282509025
05416,5416,1274,0504,1462073.9763485289,6899680.1834700853
05417,5417,1377,0504,1461544.7382105675,6895209.1878546607
05418,5418,825,0504,1464808.8415492608,6900393.1405815994
05421,5421,1346,0504,1464933.4150399088,6895057.1729341410
05422,5422,1083,0504,1464734.8278810014,6895409.0778373098
05423,5423,899,0504,1464773.7158347247,6900279.0807117410
05424,5424,1381,0504,1463753.9508759107,6900278.9562957017
05425,5425,1419,0504,1463303.3083948749,6896104.3773660194
05426,5426,1109,0504,1463808.1848186695,6895583.2021586830
05427,5427,922,0504,1465387.3356838012,6895401.9906692421
05428,5428,1121,0504,1463480.7699099793,6898742.6096128887
05429,5429,944,0504,1463969.6374790503,6897638.5362733006
05419,5419,1095,0504,1462555.3612467709,6898678.2246135585
05420,5420,1123,0504,1461646.1561854728,6898785.9512405638
05501,5501,1116,0505,1468924.2272253882,6894351.1028879648
05502,5502,1216,0505,1469153.0190543737,6893877.8697011471
05503,5503,837,0505,1466560.1428768134,6892875.2141754804
05504,5504,960,0505,1468080.3577428830,6892525.6042575827
05505,5505,1120,0505,1469764.4403415567,6892368.0264377557
05506,5506,1139,0505,1465489.7769700000,6893578.8329581087
05507,5507,1010,0505,1465138.6718102244,6889246.3150244979
05508,5508,944,0505,1466036.3974505875,6886538.6605492551
05509,5509,1033,0505,1465056.4755820441,6884168.5056296671
05510,5510,965,0505,1462121.6797185254,6882689.7255296875
05511,5511,956,0505,1460800.3517737361,6884075.3326599561
05512,5512,925,0505,1466645.9297015236,6891759.0104508279
05514,5514,1159,0505,1465719.0235294774,6894732.0198880909
05515,5515,1103,0505,1468061.3452538126,6893584.8470558282
05516,5516,1206,0505,1460493.6421457641,6881731.3808612945
05517,5517,1070,0505,1468110.0684825433,6893961.8633820293
05518,5518,925,0505,1460190.0478420667,6884929.2645464297
05519,5519,1077,0505,1465702.5545210610,6894033.4868906001
05520,5520,1234,0505,1464204.2957259973,6894502.5716393730
05522,5522,1032,0505,1463953.5980303308,6882524.6644939315
05523,5523,1485,0505,1462543.7261665720,6885974.6045636805
05524,5524,1018,0505,1461627.6186756440,6880956.0177768422
05525,5525,833,0505,1467730.7942314204,6889229.6517290184
05526,5526,1209,0505,1466253.3244020587,6893848.3783707591
05527,5527,1551,0505,1466565.4488954626,6894699.6478368072
05528,5528,909,0505,1463158.7250350178,6881440.4803414633
05529,5529,888,0505,1460872.2086214905,6882962.8483753232
05530,5530,1079,0505,1467587.7013593307,6894653.4714332977
05521,5521,1290,0505,1466203.8127262031,6895004.8372170348
05109,5109,777,0501,1471263.1523995160,6900908.9873897620
05202,5202,1486,0502,1467366.0775913289,6899143.1584022846
05215,5215,1620,0502,1467852.3667869454,6899221.8025031639
05309,5309,1358,0503,1474544.8776142569,6900165.7753282543
05513,5513,1395,0505,1461121.5522520589,6886190.3137876587
06101,6101,1875,0601,1480913.4147958048,6884582.0993706034
06102,6102,1741,0601,1481952.6606896983,6884769.1284908075
06103,6103,1790,0601,1482918.2967223311,6884286.6304119062
06104,6104,1980,0601,1483164.2699727044,6884614.6556642596
06105,6105,1571,0601,1483676.4090092985,6884147.8008837923
06106,6106,1657,0601,1484431.8105479886,6884700.2891768822
06107,6107,1848,0601,1485034.7464842319,6884116.8214169964
06108,6108,1951,0601,1481940.4300464396,6884089.5008957051
06109,6109,1928,0601,1482602.3290042903,6884098.7646292448
06110,6110,1820,0601,1483002.1389216301,6883399.1417695377
06111,6111,1910,0601,1484448.7749080283,6884143.2576094577
06112,6112,1631,0601,1484230.4886095223,6883744.3960423060
06113,6113,1803,0601,1485414.5261445902,6883785.9899806771
06114,6114,1824,0601,1481646.8964358838,6882924.4622392794
06115,6115,1562,0601,1482146.2857989450,6882195.3143642321
06116,6116,1987,0601,1481820.1808497028,6881451.7242620941
06117,6117,1753,0601,1480567.7322410499,6881894.7719766218
06118,6118,1769,0601,1480604.4896560258,6881267.2539223759
06201,6201,1833,0602,1483596.9503874951,6883125.5308357021
06202,6202,1749,0602,1484288.0416444766,6883347.5829761317
06203,6203,1923,0602,1484970.7473736373,6882950.9082051860
06204,6204,1649,0602,1486413.7257367955,6882495.2896238687
06205,6205,1729,0602,1486458.0711866000,6881619.9782158695
06206,6206,1635,0602,1486889.8324595634,6881128.0194540052
06207,6207,1497,0602,1484754.6579326605,6882262.1913635489
06208,6208,1552,0602,1485756.5359179054,6882480.2124831537
06209,6209,1902,0602,1483497.5689408823,6882571.8281886112
06210,6210,1724,0602,1483859.7383997326,6882019.9502456049
06211,6211,1707,0602,1484285.8529039400,6881541.5405945061
06212,6212,1869,0602,1485264.7891177025,6881165.8707451969
06213,6213,2046,0602,1485522.7482619823,6881736.9483204922
06214,6214,1946,0602,1485372.6908131996,6881418.0561146792
06215,6215,1722,0602,1482823.0629093971,6881685.9968980467
06216,6216,1670,0602,1483115.6359127630,6882088.9619920412
06217,6217,1956,0602,1482585.3107731042,6881100.9852790507
06218,6218,1618,0602,1482972.9845465019,6880552.1210432053
06301,6301,1763,0603,1479247.4149879278,6880127.8473020680
06302,6302,1749,0603,1480978.2017029179,6880660.8263073741
06303,6303,1833,0603,1482021.2170771933,6880555.4856088869
06304,6304,1855,0603,1479537.7946086100,6879781.5628491789
06305,6305,1614,0603,1481023.4515813980,6879866.9908121228
06306,6306,1982,0603,1475653.9009582065,6876489.2708418807
06307,6307,1719,0603,1476477.8293489192,6876864.1636215402
06308,6308,1751,0603,1477333.8837814108,6877766.6093913838
06309,6309,1853,0603,1478908.8672930105,6878506.0228882926
06310,6310,1770,0603,1480199.3902801245,6878778.3154560458
06311,6311,1763,0603,1481092.4090868214,6878591.6043754760
06312,6312,1775,0603,1479945.8960216250,6877762.9593876088
06313,6313,1777,0603,1479026.1365338631,6875938.1839291006
06314,6314,2380,0603,1478174.4411956675,6875797.0003855722
06315,6315,1650,0603,1477689.4812334063,6876550.5301683266
06316,6316,1931,0603,1476331.3302267333,6874601.1879479261
06317,6317,1900,0603,1475774.0250870166,6874938.4207547354
06318,6318,2020,0603,1475184.9672254373,6875333.3320054980
06401,6401,1908,0604,1481781.8219808768,6879323.4093131274
06402,6402,1676,0604,1482191.5218555112,6878290.6816683011
06403,6403,1607,0604,1482917.8876271558,6878012.4112787805
06404,6404,1959,0604,1483050.6285248389,6876707.4894160479
06405,6405,1762,0604,1483779.4869952679,6876165.0204375358
06406,6406,1911,0604,1483787.9803913806,6877741.0500458870
06407,6407,1946,0604,1484591.8591729496,6877981.3287362047
06408,6408,1835,0604,1484788.9617825204,6876499.8959811153
06409,6409,1825,0604,1481130.7523562158,6876965.5235811928
06410,6410,1657,0604,1481897.9927595449,6876905.3445086991
06411,6411,1661,0604,1480936.0400622140,6875500.1509456215
06412,6412,1498,0604,1481145.5648281116,6874773.9286686303
06413,6413,1777,0604,1482292.6973148920,6875661.6320979195
06414,6414,1592,0604,1482234.6377497008,6875002.6723014293
06415,6415,1606,0604,1482406.7978833523,6874131.3660651380
06416,6416,1754,0604,1483996.4858184820,6875382.4656181131
06417,6417,1683,0604,1484365.6922577671,6874765.1318926075
06501,6501,1759,0605,1484930.8854706807,6880540.7756437687
06502,6502,1657,0605,1485546.1385217942,6879833.2037470667
06503,6503,1391,0605,1486764.0406212274,6880282.0324782273
06504,6504,1481,0605,1483385.3067156284,6879917.9919753755
06505,6505,1918,0605,1484260.6128159442,6879586.1853547618
06506,6506,1689,0605,1484771.1714213723,6878973.2770802081
06507,6507,1661,0605,1486013.5504507483,6879505.9847132303
06508,6508,1868,0605,1486504.5534142377,6879243.7176449997
06509,6509,1743,0605,1487589.8482784878,6879396.6439904133
06510,6510,1929,0605,1487852.3807501816,6877781.6178263472
06511,6511,1538,0605,1483402.3721332594,6878786.8186462549
06512,6512,1510,0605,1485324.3498583620,6878669.7230481328
06513,6513,2025,0605,1485349.3397307154,6878012.8569950853
06514,6514,1769,0605,1485734.1869314793,6877042.5909812935
06515,6515,1617,0605,1486660.7804373945,6876682.1897434201
06516,6516,1783,0605,1487131.6618473108,6877908.5223392937
06517,6517,1672,0605,1486148.7066214462,6878406.9558005100
06518,6518,1692,0605,1487302.2942565300,6878742.1596951839
06601,6601,1334,0606,1473779.1908325916,6881449.1048555421
06602,6602,1547,0606,1474699.9876401371,6882108.7870152807
06603,6603,1524,0606,1475129.8190364069,6880972.8051772797
06604,6604,1818,0606,1473655.2585620452,6883237.5043455008
06605,6605,1650,0606,1476135.4500415009,6883637.9465576885
06606,6606,1241,0606,1477488.9681132480,6884413.1908692112
06607,6607,1478,0606,1479224.6959481079,6883863.0204310017
06608,6608,1940,0606,1477553.1562873330,6882425.3450285522
06609,6609,1753,0606,1478641.8593683990,6881154.5139592728
06610,6610,1135,0606,1479982.0508993242,6883063.0809058584
06611,6611,1498,0606,1474624.7262758131,6879963.7681324920
06612,6612,1831,0606,1476137.0570594519,6879558.8750398438
06613,6613,1735,0606,1476151.1984447048,6881124.1900794907
06614,6614,1833,0606,1477284.6013010901,6881008.7920378866
06615,6615,1775,0606,1478111.5927782084,6880019.0030329898
06616,6616,1829,0606,1477977.1441988107,6879122.5530228224
06617,6617,1752,0606,1476833.4824443494,6879993.5830214573
06618,6618,1761,0606,1477249.3674218922,6878725.3919462878
06619,6619,1485,0606,1475937.3810448663,6878184.8078047838
06701,6701,1624,0607,1460588.1132331428,6876363.2753752051
06702,6702,1977,0607,1462181.0957130922,6873773.1026461059
06703,6703,1388,0607,1463604.1964453019,6878997.2158321124
06704,6704,1433,0607,1464740.7082261441,6876571.0597709520
06705,6705,1409,0607,1468083.6870669397,6880534.4902777104
06706,6706,1819,0607,1471667.4246451526,6880766.8626057776
06707,6707,1774,0607,1472758.2911255639,6879972.2105729226
06708,6708,1347,0607,1468179.3587574800,6876505.8413482634
