kreisid,kreisidnum,Wahlberech,Wähler,Gültige S,SPD,CDU,GRÜNE,DIE LINKE,PIRATEN,FDP,AfD,area,perimeter,xcentroid,ycentroid,charea,xmin,xmax,ymin,ymax
0101,101,32448,18382,17942,5752,3011,4486,2255,0,1239,0,14320704.65527,21490.33275,1490233.7687384733,6897194.1153627904,18086891.4441414885,1487881.3748144701,1492752.1087246011,6894605.1484520687,6900093.5182242207
0103,103,31660,18794,18405,6996,4339,3604,967,0,1281,0,26425033.10547,29899.28946,1486528.5674294056,6894208.5431429539,35024606.7485790774,1482036.4354961952,1489194.3258301262,6890801.2127696928,6897965.1673343712
0102,102,31850,19346,18939,5877,2529,1784,6598,0,942,0,18449911.66992,22780.82834,1492081.7787160084,6893968.7751278905,22601714.0643596575,1488949.0207461449,1494951.8570228654,6891782.4461969687,6896328.5718014138
0708,708,27532,18032,17405,5597,7609,1320,411,0,1857,0,20427538.81934,22290.67986,1491978.1102018598,6870828.6114029791,23906256.1168032661,1487845.2383715757,1494742.2492164641,6868428.2281508250,6873091.0623032292
0706,706,28822,17921,17296,5832,6895,1465,496,0,1848,0,23265238.03906,30332.66953,1490108.6885333725,6878547.3145018173,32782810.0627625100,1486160.6594034135,1493173.8302127563,6875263.1732434239,6881412.3408450978
0602,602,31353,20285,19695,7467,6229,2652,641,0,1772,0,12720544.75098,17826.22925,1484668.0236016146,6881920.5826946525,16309574.0168538149,1482169.4638931572,1487532.7307722152,6879553.3394444389,6883779.0692994241
0603,603,30992,22417,21916,7133,8374,2898,530,0,2323,0,31282301.65918,30258.42523,1478414.2564609013,6877182.1088368800,36598817.7226361036,1474702.6075562299,1482377.7876420347,6873535.2155893967,6881366.3845625129
0601,601,31703,21412,20912,7914,6240,3230,600,0,1777,0,12696090.20508,22118.41453,1482167.7292348181,6883387.4664052287,20064479.7706167959,1479697.5439946833,1485871.5586886345,6880780.3816996189,6885542.1763794785
0606,606,29084,21148,20624,6222,7828,3030,482,0,2551,0,44517448.54980,33420.74232,1476445.7012822421,6882294.7475342033,53308451.9753458723,1471442.2003780853,1481031.8553872211,6877164.6052458696,6885654.2663514661
0607,607,29953,22306,21915,6732,8741,2741,360,0,2576,0,132349258.45801,76194.25400,1466655.5689919731,6878424.8930053627,182154941.0172713399,1456972.7514922877,1476148.8160425723,6870447.8547770819,6885889.5936595127
0604,604,30016,20102,19626,6344,7943,1976,449,0,1997,0,22684484.61230,26514.17746,1482765.2275991831,6876168.6346503049,27865147.8954024799,1480098.2381509929,1485595.9176168374,6872609.0369319813,6879896.2841103552
0605,605,30686,19187,18517,6378,7427,1675,536,0,1831,0,19108655.18652,21997.81289,1485743.6338540013,6878777.5372761386,22584674.9298053496,1482373.1091361383,1488522.5851240773,6875549.5314451931,6881057.8460785076
0703,703,29329,20151,19611,8266,4286,4266,635,0,1364,0,9945331.23145,18840.67062,1485143.3820496209,6886068.7404448306,12970029.9336166736,1482764.3950404157,1488463.5464909875,6884525.3407217646,6887642.6198693672
0702,702,29438,18480,17962,7162,3174,4871,766,0,1015,0,7907814.74121,15107.37920,1486582.7264881188,6888263.9824922960,10367859.9307846911,1484652.9821815682,1488809.1993382389,6886616.6445412133,6889634.9804662755
0701,701,28889,17380,16932,6512,3493,4146,820,0,1038,0,7733800.13281,14358.72300,1486462.7552661241,6890286.7755633481,9592856.4614065215,1484664.9217946262,1489063.0034249274,6888836.8198771058,6891948.3169595068
0707,707,28373,17741,16963,5657,7462,1477,600,0,1767,0,25762946.90527,26769.41899,1489507.0706457275,6874212.4413030250,29519327.6921238862,1485301.7961040847,1493991.4894945715,6871967.1653658515,6876577.5608677752
0201,201,32552,19065,18540,5423,2151,7460,1407,0,780,0,13919936.87793,21142.87439,1490413.7688508418,6890146.4189374670,18409762.9046105519,1488149.5296354732,1493386.4821879154,6888066.9123855215,6892525.5540443528
0705,705,29689,18124,17436,6424,5770,1951,644,0,1647,0,16176817.78418,24811.84183,1490250.0702228395,6882298.4023943292,19895365.7663838901,1486749.1579376750,1493522.1992312616,6880459.1713700695,6884298.5600250699
0704,704,29177,17310,16636,6094,5245,2540,568,0,1310,0,31429402.50684,37764.57102,1490087.5456896061,6885430.6576567106,43106443.8773700893,1485047.8201954386,1494632.9459543985,6882214.0949397469,6888507.2932529747
0905,905,29795,17090,16615,5720,2214,949,4940,0,883,0,131609030.03906,58547.36489,1519786.2987186210,6876157.3740084115,153472434.2287959754,1510618.1720776418,1529380.3458933509,6869224.9788659764,6881946.4736012667
0904,904,32177,18619,18139,5954,2739,1124,5312,0,1039,0,98079092.01270,91977.74827,1515163.3442614102,6872181.2371054776,233330610.8920449018,1506688.8800548958,1525147.9001549396,6861515.5762206623,6884378.8712201566
0906,906,32603,20700,20183,7127,3128,1459,5646,0,1006,0,106110416.33984,79463.50880,1520888.6820123245,6882590.9705231143,145153008.2169679105,1507504.1811982244,1531881.2958018195,6875807.9817501307,6887587.8958041919
0901,901,32505,18290,17817,6247,2052,1733,5326,0,666,0,27388772.35059,40217.93773,1500306.0273979618,6885950.8974251840,51415757.2172082514,1496096.0743215326,1505142.5374305483,6880584.1571030188,6890593.9009670094
0903,903,32714,18041,17625,5933,3113,998,4636,0,888,0,38838725.13477,36005.23427,1507538.8214791936,6877006.6946437275,50681945.9065117314,1504593.8622083855,1510913.2795244884,6872287.0602093199,6882053.9472605139
0902,902,34142,18703,18225,6344,1988,991,5963,0,852,0,48371364.82910,48937.52647,1504830.0795664918,6882719.5773313241,65813363.4387058914,1500432.5214418601,1510085.3735966310,6877621.8552196277,6887991.3066158229
0804,804,32186,20036,19087,6899,7623,1462,867,0,2236,0,29268106.79004,25572.61029,1494911.0817125752,6877963.8293928448,35030724.7410223931,1491625.1813713608,1498550.3830284551,6874635.1177195329,6881179.3115963386
0805,805,34326,20377,19317,7231,7882,1201,903,0,2100,0,17596813.53418,19039.94233,1499427.6260135244,6878828.7200420117,18842065.6532767080,1496766.4429260129,1502549.3505278658,6876228.7896530079,6881788.9544751933
0806,806,31634,20420,19621,6747,7944,1349,755,0,1876,0,27432399.23730,22927.97746,1502504.7164660762,6875327.9299601279,30415006.3235418163,1499292.3534082153,1505489.0142179665,6872032.5680354573,6878888.4556182064
0801,801,33568,16844,16126,6164,2918,3595,1757,0,913,0,7573369.13770,17352.43407,1496403.1628631447,6887983.2464876771,10782171.9992150851,1493950.6587097219,1498203.8421856237,6885540.7565441076,6890291.5478107240
0802,802,31334,14458,13858,5598,2393,2802,1635,0,761,0,11767808.85156,16985.69465,1494520.5031772538,6886885.1331481971,13401141.8313270416,1492355.9444975446,1496839.5506759377,6884715.9520213576,6889008.1771246307
0803,803,29966,15045,14354,5815,4738,1197,914,0,1174,0,27090066.19629,28735.38441,1496904.8064740747,6883720.7356979409,35782668.0440873951,1493175.4168083312,1500424.6115299400,6880730.1012003357,6888394.9428766510
1106,1106,33386,19717,19104,6125,2188,1335,7579,0,868,0,29241886.60938,30437.88250,1504748.5755581222,6888743.1233829977,35469237.0720347464,1499314.4791425944,1508671.6588819455,6885180.9268248267,6891469.4958265545
1104,1104,35456,17787,17185,5408,1761,1001,6931,0,780,0,12939880.33008,20373.10829,1501127.0533468828,6894339.6875339802,18381871.4252893887,1497937.5394151835,1503882.8302601778,6891596.0248514758,6896792.0213381965
1105,1105,32963,15589,14955,5141,1554,1093,5207,0,790,0,14442331.90820,24006.82141,1504096.4956487853,6891871.2394784410,20594282.1189919561,1499446.3150015904,1507367.8466105792,6890034.6982125854,6893593.1359213116
1102,1102,33459,17184,16570,4658,2204,809,6854,0,975,0,28916311.03711,37155.91582,1502790.1147269057,6901214.9493809510,42573007.5807115436,1499141.1963594698,1506416.7654389462,6897642.2470140355,6907039.2150059119
1103,1103,33642,15946,15321,4857,1832,616,6252,0,721,0,19708182.56348,30564.91241,1502751.5909728862,6896420.8317268780,30886632.6384312622,1498456.6098259101,1505775.8741273980,6892813.4269567588,6898928.2535067704
1101,1101,32190,13682,13154,3967,1493,529,5075,0,625,0,35899081.51660,27153.71232,1505611.3510693375,6905293.2053804332,41126085.1474833190,1501194.5081507624,1510355.3761311856,6901164.3485880485,6908706.7364847884
1007,1007,26330,10966,10665,2830,910,385,4338,0,489,0,11525402.72949,22560.15454,1515047.9753481990,6897785.1723522246,15799230.7484585438,1511863.0810335756,1518135.3334993336,6895954.1606026255,6899586.7090844531
1006,1006,28496,13889,13409,3788,1661,678,5117,0,680,0,14122982.77344,19221.19402,1513619.7038455980,6894955.9096390018,16975937.8128742315,1511004.6669880024,1516841.4821167281,6893204.4651214760,6897056.5250565242
1005,1005,30832,19827,19302,4726,6515,1094,4367,0,1108,0,50914354.44141,41067.68358,1514590.6264741106,6891115.3163726581,71295324.9513304681,1509863.6818815002,1520465.7893413913,6885653.5436489983,6896635.5924498597
1004,1004,29911,17218,16711,5237,2469,975,5559,0,1027,0,44210311.64258,39617.49996,1508523.8481509632,6893074.5457123239,58814001.1791492254,1504678.4742249437,1511671.8330113492,6886151.4554962348,6897918.1104289461
1003,1003,30047,13702,13276,3812,1373,515,5141,0,611,0,16184626.44141,30103.75065,1510711.1790296074,6898116.6751128528,25630479.2585814334,1506664.2007807032,1514619.3418742684,6895755.4670141675,6900195.8760333154
1002,1002,28027,12451,12025,3385,1353,422,4884,0,0,0,18665641.86816,25632.79768,1508217.0507107018,6900565.7036050707,27285272.5839728490,1504678.4742249437,1511406.1905495438,6897292.1483196672,6903445.8674052889
1001,1001,27566,11086,10609,2816,1138,359,4358,0,544,0,11073408.97168,17554.09333,1510825.8951186778,6902420.9237966351,14784300.1639082916,1507894.4048366663,1512581.8039585836,6899470.2863183552,6904664.7862166315
1201,1201,30400,15830,15180,5632,5067,995,590,0,1177,0,16171189.84766,22554.06476,1487259.4628343005,6904312.1051631346,20323618.0562994964,1484514.4669182559,1490486.3755608362,6901677.0506831091,6907533.9941672971
1203,1203,30608,21231,20549,7023,8212,2129,667,0,1917,0,89024980.04102,45392.52534,1474875.6507833556,6908813.2045010049,107570216.9449775368,1469596.9068096860,1479967.8222511862,6900574.0629036222,6914560.6657675160
1202,1202,30399,16912,16278,5880,5955,1109,642,0,1274,0,43619701.32910,37429.56169,1480181.9874074783,6903038.4641559655,56004865.8978870958,1474876.0593045366,1485880.0328950672,6899978.0663690902,6907203.2935148440
1204,1204,34508,22164,21386,7704,8175,1770,561,0,1705,0,30625850.38477,27107.57933,1482468.9316677619,6908347.7788300207,36674144.1874457449,1478430.9148757190,1486050.6843707454,6905243.0290747387,6912095.8028172180
1205,1205,28851,16035,15446,5626,5765,848,554,0,1201,0,22144336.90723,22778.94106,1486656.9978858684,6910996.4941741256,25657433.3336343654,1483866.9221111124,1489049.7392640773,6907516.0076138936,6914018.4635459362
1206,1206,29377,22622,22082,6552,9349,2426,327,0,2977,0,40014468.46191,45689.47851,1480192.9688213610,6914549.3149599200,65168844.4182980582,1476340.6459590448,1484633.2381574796,6908393.4382501980,6920488.0929249609
