uwbid,uwbidnum,Wahlberech,kreisid,xcentroid,ycentroid
02608,2608,2008,0206,1499317.4868916506,6892669.3472808292
12201,12201,1743,1202,1484822.5720611480,6906543.7399459761
11407,11407,1320,1104,1500818.0884929155,6895662.3310954506
10407,10407,1190,1004,1507914.2868151991,6895583.2614487354
10103,10103,1333,1001,1510537.9869130105,6904055.6636157297
08618,8618,1036,0806,1504533.8783568395,6874571.8452415690
08306,8306,1063,0803,1494995.5599037020,6884345.9997353768
07804,7804,1926,0708,1491459.1777437699,6871826.1382362992
07115,7115,1995,0701,1485568.7138203834,6889295.5363848628
06511,6511,1581,0605,1483420.5846251841,6878770.7882930599
06209,6209,1883,0602,1483420.2329312849,6882596.0369017739
05422,5422,1226,0504,1464735.9113927740,6895409.0499864230
05208,5208,1197,0502,1469872.2333776180,6899492.8366479846
04616,4616,1047,0406,1483397.5908910583,6889080.8691359349
04307,4307,1341,0403,1479564.9692101930,6893658.7967216047
03804,3804,1464,0308,1494437.9016192663,6897641.1657501198
03307,3307,1769,0303,1494235.4201114669,6905108.4526655832
02405,2405,1870,0204,1495955.3915709814,6895909.9609287875
02103,2103,1588,0201,1490766.6579462986,6890981.4691655617
01420,1420,1015,0104,1485693.5468012169,6896956.9133754019
01200,1200,902,0102,1489478.9407351417,6893084.1607685350
12516,12516,982,1205,1487181.0020433031,6909477.8755037384
02614,2614,1469,0206,1498266.4558376588,6890915.8810805148
12207,12207,1689,1202,1481361.1091049074,6904573.5088038594
11413,11413,1328,1104,1501818.3970139918,6894196.2086354755
05410,5410,831,0504,1465267.2716109322,6899596.5757073443
05131,5131,727,0501,1470691.3368328216,6900726.4695664486
04604,4604,1161,0406,1484487.1602100444,6890936.0731173372
04219,4219,1178,0402,1477437.9208650214,6893241.6461174944
03709,3709,1846,0307,1495219.3302755174,6899225.1436897609
03213,3213,1837,0302,1491412.2754896439,6906290.9264166513
01626,1626,1057,0106,1491423.8144955821,6899188.5723441336
01408,1408,982,0104,1484475.5781007230,6896687.3558321735
01120,1120,1203,0101,1489731.5620761991,6898293.7193634268
12504,12504,1390,1205,1486232.8923990389,6910395.2846918590
12121,12121,1069,1201,1488019.1795370553,6902917.6612732755
11401,11401,1986,1104,1499117.4963855813,6896475.0313477255
02602,2602,2022,0206,1496910.8535604312,6893666.6787025025
10401,10401,1794,1004,1507039.4151023601,6896816.6507542534
09317,9317,1134,0903,1505963.2222213896,6874156.3678598171
08612,8612,1075,0806,1502016.0802336314,6875835.3512672279
08229,8229,1635,0802,1495766.3048067852,6885451.6814434677
07415,7415,2059,0704,1488709.5632943159,6884003.7085051304
07109,7109,1874,0701,1485063.6985475456,6890300.4052520972
06505,6505,1938,0605,1484260.3893783872,6879586.4396446468
06203,6203,1891,0602,1484970.9104114864,6882950.9809905253
05416,5416,1234,0504,1462074.8457864395,6899680.3194097616
05202,5202,864,0502,1467189.6937274416,6898207.6950010695
04610,4610,1119,0406,1483330.8557767980,6889682.8845898146
04301,4301,1251,0403,1479905.7551915550,6894343.5189003889
03715,3715,1846,0307,1494298.0439485556,6900456.1532501169
03301,3301,1928,0303,1494801.7411582223,6907473.0441892520
11601,11601,2085,1106,1503768.4811206048,6890857.4848501869
11201,11201,1573,1102,1501515.3062147747,6904929.1395032071
10517,10517,1273,1005,1513160.0610793077,6892710.8139736997
10213,10213,1107,1002,1508031.9470615662,6899539.4973144876
09503,9503,1393,0905,1512995.7874677274,6881065.6837518299
09203,9203,1872,0902,1502862.4413882620,6880936.6163588958
08418,8418,1365,0804,1495850.0743264980,6876676.5967286928
08115,8115,1626,0801,1497025.0345702516,6888578.3806434944
07605,7605,1934,0706,1492202.3155794863,6880358.1029406814
06618,6618,1754,0606,1477248.7825881911,6878725.4029591335
06316,6316,1953,0603,1476330.8418211516,6874600.7266979171
05524,5524,1034,0505,1461583.9297134909,6881142.4858207731
05308,5308,816,0503,1473877.7857449853,6899497.7786629470
04801,4801,1374,0401,1480840.5656576327,6894641.2233089702
04418,4418,1349,0404,1481777.0383402612,6891515.1308768783
04101,4101,1175,0401,1478850.3924388522,6899202.6308771605
03510,3510,1721,0305,1493481.2889287707,6902394.3112368723
02211,2211,1911,0202,1496010.1236126090,6889734.0195895489
01521,1521,910,0105,1484834.5356465504,6899491.8612988740
01303,1303,858,0103,1486378.3925431694,6895054.1521614697
12624,12624,1442,1206,1479690.7413210825,6909308.4778897790
12318,12318,705,1203,1472220.9530846076,6905067.4914122391
11607,11607,941,1106,1504243.5297076988,6890133.8620444685
11207,11207,1587,1102,1502980.8479434291,6902661.6983680548
10523,10523,1350,1005,1516759.5157512650,6895869.2128867796
10219,10219,1060,1002,1508941.6531436152,6898215.3766263826
09509,9509,1512,0905,1511417.6613766516,6880169.9699865412
09209,9209,1340,0902,1503293.5123834491,6878747.1426479770
08501,8501,831,0805,1499612.7648784365,6880584.4837035872
03413,3413,2086,0304,1499344.8089288960,6907226.9854094563
02505,2505,1322,0205,1498871.8898029625,6894563.3359407503
01509,1509,1046,0105,1486782.8004616967,6902053.2637413079
01223,1223,570,0102,1494035.1255197171,6892167.0983267538
12612,12612,835,1206,1479253.9031497366,6914560.8042603433
12306,12306,1628,1203,1473702.8481899346,6911968.1229795041
11514,11514,2146,1105,1502932.2003403853,6891327.1264983928
10511,10511,1201,1005,1511863.0414710441,6888052.1562716933
11115,11115,1795,1101,1505295.6077255451,6902888.3770672912
10207,10207,888,1002,1509645.3766236012,6899885.2299678531
08412,8412,1567,0804,1492969.6407146433,6877478.0697435867
08109,8109,1408,0801,1495166.7806800022,6888604.5828776089
06612,6612,1830,0606,1476137.9833805577,6879558.3385673864
06310,6310,1731,0603,1480199.1756639131,6878778.9109190293
05518,5518,914,0505,1460189.8922052861,6884929.0192702422
05302,5302,1044,0503,1471637.4162620087,6895987.8518270738
04719,4719,891,0407,1480517.1196448822,6887954.1276493575
04412,4412,1437,0404,1481903.0303168059,6892543.4844952859
03914,3914,1475,0309,1495600.2778506714,6897469.8980454756
03504,3504,1845,0305,1493541.1359791181,6901212.1442905040
02511,2511,2231,0205,1497915.0473317222,6893578.9551349469
02205,2205,1926,0202,1493772.0921331518,6889853.9865828669
01515,1515,1161,0105,1484936.4441659416,6900605.2636050312
01229,1229,927,0102,1491560.7386832361,6895413.7384131849
12618,12618,1646,1206,1481974.6178459157,6912437.1707676742
12312,12312,1625,1203,1473648.6153730829,6909761.8358482635
04505,4505,1039,0405,1480003.6236932108,6889759.1332134102
04113,4113,1371,0401,1480411.6982097193,6896015.3846377525
03605,3605,1790,0306,1491966.1367969755,6900424.0286930585
03107,3107,1912,0301,1501142.9464514030,6913498.0418470763
01602,1602,1055,0106,1490583.9186141863,6902933.1092726951
01315,1315,1085,0103,1484058.8540821183,6894551.5870580338
12406,12406,1946,1204,1479091.0203043902,6907803.8986617625
11619,11619,2362,1106,1501561.8843852959,6889653.4086225731
11219,11219,2211,1102,1502386.7444529533,6899044.6851322306
10609,10609,1698,1006,1512297.3657719388,6895052.5496418849
10305,10305,1126,1003,1514037.0472443735,6899373.5489846291
09221,9221,1835,0902,1507956.7605996749,6884117.2780920742
08513,8513,1595,0805,1497614.1628311910,6877792.5465656063
08205,8205,881,0802,1495011.1998602455,6887901.4206350613
07316,7316,2010,0703,1485668.4932042917,6884838.9029851491
06712,6712,1688,0607,1471402.1962899284,6877208.5813770071
06407,6407,1980,0604,1484591.9901128032,6877981.0173678836
06107,6107,1818,0601,1485036.0695361807,6884117.7567381440
05326,5326,916,0503,1477341.9277054127,6898442.0500063943
05113,5113,1089,0501,1469286.5312420868,6901803.4318617377
04511,4511,1253,0405,1480854.9336501558,6890613.0777234482
04201,4201,934,0402,1473041.9561977135,6894857.0083038351
03611,3611,1516,0306,1492455.7750576225,6899102.0606570737
03113,3113,1783,0301,1500771.9678715365,6909933.0391037753
02301,2301,1739,0203,1490593.9412745093,6892010.4280910064
01608,1608,872,0106,1490338.2049843781,6902684.1219237139
01321,1321,1075,0103,1485280.2443819158,6892828.0597099718
08121,8121,1393,0801,1496792.0170925537,6887592.1118201632
07612,7612,1746,0706,1491500.3511769422,6878071.8009171672
07304,7304,1970,0703,1485493.9974539222,6886436.9307447067
05530,5530,780,0505,1467517.0889877116,6894647.5261855926
05314,5314,955,0503,1469373.1991111785,6895283.9870083835
05101,5101,872,0501,1467853.6631302331,6905706.3602356752
04424,4424,1269,0404,1481715.9616646143,6890849.4549772870
04107,4107,1394,0401,1481829.3105416428,6898747.5111208437
03516,3516,1828,0305,1496259.8371453197,6903665.0179397753
03101,3101,2047,0301,1499666.5232498562,6917919.1143156430
01527,1527,876,0105,1485284.9934602596,6901601.0391308926
01309,1309,869,0103,1483576.5548306943,6895671.8610063614
12324,12324,251,1203,1474314.1987738411,6902527.9734047940
11613,11613,1354,1106,1505446.8323896539,6888815.2108808160
11213,11213,990,1102,1503463.7641074213,6900481.6280759228
10603,10603,1629,1006,1512954.1194682820,6895806.3564631324
10225,10225,1323,1002,1510302.8491429370,6898405.7148890477
09515,9515,1957,0905,1514212.6567807719,6876171.5546293464
09215,9215,1231,0902,1504453.0861063940,6884610.6982704522
08507,8507,1720,0805,1498006.4950087315,6879650.1573615810
08127,8127,1342,0801,1497639.7195839863,6886223.7325209891
07310,7310,1819,0703,1483747.1199440993,6885706.4224333866
06706,6706,1700,0607,1471667.5737258594,6880767.1280356916
06401,6401,2072,0604,1481812.5693086809,6879245.8941808920
06101,6101,1800,0601,1480910.4720711054,6884580.1523354147
05320,5320,786,0503,1473517.4778125517,6898844.2921760539
05107,5107,904,0501,1469096.4736760324,6902992.8469495578
04425,4425,1324,0404,1482278.3439624752,6890653.1039556237
01131,1131,1041,0101,1491288.0701511090,6898365.7726434451
03517,3517,1261,0305,1496453.2927899968,6904699.3358715354
12206,12206,1182,1202,1479757.9798515025,6904139.6395249218
01310,1310,824,0103,1484124.8321021681,6895588.9707741067
10108,10108,975,1001,1510536.8993857338,6903385.7629789030
09101,9101,1373,0901,1496606.7517443742,6889584.7549257819
12401,12401,1951,1204,1481796.2734105035,6910103.4346143017
07809,7809,1901,0708,1492218.7979485460,6870857.8060940402
11214,11214,2124,1102,1504454.6321216419,6901089.2873856649
10226,10226,1475,1002,1510650.6845767070,6899116.4911990361
06214,6214,1894,0602,1485372.7573220935,6881418.2015494313
09216,9216,1502,0902,1505806.5972477451,6885208.0232263813
05213,5213,1059,0502,1466550.1303728060,6899311.3177969744
08128,8128,1159,0801,1497116.3338848241,6885771.6396459732
04312,4312,1181,0403,1479918.3593464415,6893078.0098804655
07311,7311,1673,0703,1484496.7401990471,6885365.0015684245
03312,3312,1882,0303,1492129.5438674821,6904048.6790271020
06402,6402,1499,0604,1482239.4499305752,6878170.7020698702
05321,5321,1096,0503,1469340.7216745010,6894730.1177843651
02108,2108,1817,0201,1488927.6321177280,6888798.6496197004
04506,4506,1497,0405,1480025.9023603909,6890127.2964374730
01205,1205,1090,0102,1492057.8123474608,6893752.9925695043
03606,3606,1639,0306,1492639.8381424218,6900227.1843642434
12212,12212,1526,1202,1482662.3906623351,6904328.0874158517
08116,8116,1625,0801,1496717.7409362083,6888511.6587949293
05201,5201,1052,0502,1466827.9334804146,6898299.0494453404
04224,4224,1111,0402,1476516.4823209567,6889936.5796171306
06317,6317,1900,0603,1475774.8926935021,6874938.7496534130
03218,3218,1703,0302,1492697.5772094782,6908327.3963081408
05309,5309,902,0503,1473991.4671260987,6899074.6628654320
01631,1631,778,0106,1490634.5385477443,6899825.1162203457
04419,4419,1239,0404,1482801.4994196482,6891851.0220689438
01125,1125,574,0101,1490842.2574424075,6896755.9514798084
03511,3511,1973,0305,1493552.0590291531,6902933.1712556658
02212,2212,1937,0202,1495703.3821837297,6890435.9971625265
12126,12126,1547,1201,1488126.5348713861,6902228.6102979127
01304,1304,774,0103,1486225.7481138417,6895527.7286664015
10102,10102,1124,1001,1511006.9380726330,6903985.8357159980
12319,12319,1666,1203,1477615.0193832396,6905229.6794367414
08617,8617,1794,0806,1504654.4388182350,6875710.8465031302
11208,11208,1582,1102,1502282.8603058797,6901983.1812764546
07803,7803,1911,0708,1491301.3058813890,6871238.1927481610
10220,10220,1025,1002,1508614.9114541844,6897654.2301932024
07114,7114,2025,0701,1484950.8977220939,6889269.2065666188
09210,9210,1797,0902,1504778.0763300273,6882265.7409696179
06208,6208,1573,0602,1485756.9735014092,6882478.8809442976
08122,8122,1864,0801,1497090.0224199013,6887400.5671412395
05207,5207,927,0502,1469079.0430461462,6899874.9410883524
07305,7305,1803,0703,1483432.7675245933,6886317.7912766859
04306,4306,1052,0403,1479821.7065501886,6893994.6151177976
03306,3306,2054,0303,1492447.2681776944,6905724.3211953845
05315,5315,1040,0503,1469540.5171691030,6895077.2375590708
02102,2102,1616,0201,1489895.5363039223,6891133.9820855400
05225,5225,1024,0502,1469468.9240842669,6899735.1744253756
08212,8212,1338,0802,1494445.6655593568,6886703.8532326017
04324,4324,1065,0403,1481468.4355180538,6891328.5703645051
03407,3407,1776,0304,1501206.8702151354,6900726.8360865321
06414,6414,1700,0604,1482234.5371815688,6875003.1038961457
05333,5333,1056,0503,1473748.7439342726,6898564.0585219981
01217,1217,914,0102,1494004.9980447711,6893914.2264119666
04518,4518,1314,0405,1479961.8552869139,6889165.8187315399
03618,3618,1742,0306,1494130.7638042714,6898461.7467382597
12224,12224,361,1202,1481028.9754495411,6901149.6707252497
02308,2308,1632,0203,1492934.7584004598,6891288.4759314563
11109,11109,1309,1101,1504743.2753917952,6903649.3644017186
01328,1328,1186,0103,1486771.9362279798,6897181.6031488841
10201,10201,1984,1002,1510412.4594077060,6900742.1735676145
12419,12419,1426,1204,1484818.5425209580,6907827.7938542916
09119,9119,1190,0901,1504720.0392464662,6883057.3960434487
11311,11311,1277,1103,1503243.9424287262,6897845.7663795343
08103,8103,967,0801,1494595.8938362866,6889425.3396782903
10318,10318,2030,1003,1515651.9494347605,6898772.9836872630
07212,7212,2031,0702,1488144.8560559079,6888781.8992516091
09306,9306,1903,0903,1508257.4561896147,6879326.5782019850
06304,6304,1847,0603,1479538.2095977145,6879781.9870664757
08218,8218,1471,0802,1495090.1392086521,6886301.7401293572
05231,5231,650,0502,1468040.0258870623,6898889.7679767087
07404,7404,1589,0704,1488126.2331329812,6887472.2245628098
04406,4406,1081,0404,1481515.1601576947,6893351.8112519803
01316,1316,1177,0103,1484479.6127507526,6894542.6560100075
10114,10114,979,1001,1509613.5755544659,6902037.5893797036
12407,12407,1191,1204,1480379.9822427121,6908769.4941958925
09107,9107,2158,0901,1500029.8175886574,6887536.6970246239
11220,11220,1279,1102,1501876.7442994271,6898599.2015351141
07815,7815,1526,0708,1493842.5648703089,6869548.5786434319
10306,10306,1674,1003,1514099.9936976815,6898761.5026738597
08206,8206,1433,0802,1495508.2089287806,6887955.4794205502
05219,5219,955,0502,1469846.3493152792,6898727.0120071555
04318,4318,1128,0403,1479784.8808711865,6891736.5602280255
06408,6408,1746,0604,1484792.0089040280,6876494.7393666198
03401,3401,1916,0304,1496004.2801760687,6901668.6495313728
05327,5327,907,0503,1475788.5675457518,6897082.2091761911
02114,2114,1871,0201,1491831.9464706627,6888675.7211966068
04512,4512,1041,0405,1481317.6571486152,6889988.2500697095
01211,1211,687,0102,1492836.9879297954,6895458.6179945488
03612,3612,1581,0306,1493548.2047908118,6899604.6007652255
12218,12218,1034,1202,1484421.9822775365,6903435.0268184971
02302,2302,1707,0203,1491223.4655996393,6891762.4986992069
11103,11103,1020,1101,1508360.7389262756,6904914.2438252503
01322,1322,1241,0103,1486090.0012411026,6891816.7950283615
10120,10120,1394,1001,1510860.9915338506,6901514.6943092868
09113,9113,1045,0901,1500881.1030820722,6884641.7117075808
12413,12413,1717,1204,1481926.7246360022,6908149.4855113840
11305,11305,1603,1103,1501322.0117011582,6898185.5758747561
07206,7206,1933,0702,1485406.2745569062,6888468.1825903235
10312,10312,1600,1003,1513845.0734713501,6897890.9931001738
07201,7201,1919,0702,1485151.9787765665,6888779.1060582669
04118,4118,1532,0401,1481894.5264339726,6895498.9002685547
03112,3112,1927,0301,1499690.4907722787,6910905.5048856009
05220,5220,910,0502,1467267.9177253514,6895797.4804553650
01607,1607,836,0106,1489992.9018356290,6901494.8835025784
04319,4319,932,0403,1480386.8340594617,6891814.7480590446
01101,1101,1135,0101,1488994.6859423616,6896008.2597644944
03402,3402,2293,0304,1496991.4425969378,6901936.1905402318
12102,12102,948,1201,1487997.5387747104,6904947.0470618699
02115,2115,1765,0201,1492552.8723686719,6889827.1188208712
10614,10614,1831,1006,1513712.4430741386,6894143.8594571855
01212,1212,608,0102,1493361.5119910666,6895375.7334378753
09603,9603,1495,0906,1517299.7072685605,6882085.6516326135
08518,8518,1562,0805,1500898.2541579336,6879335.3956315219
12219,12219,1220,1202,1485217.3977344749,6902945.2384943878
07705,7705,2041,0707,1486945.1471062393,6875434.5745735662
11104,11104,1471,1101,1504319.2597628466,6905107.4152882146
06717,6717,1183,0607,1474974.5681584517,6878569.8249243349
10121,10121,1485,1001,1510818.8417389810,6900794.7199469432
06112,6112,1684,0601,1484229.1865762458,6883743.5438069012
09114,9114,2014,0901,1501375.4222799314,6885023.1381427879
05118,5118,886,0501,1468023.5322417235,6900055.9080930827
07207,7207,1904,0702,1484977.3991591292,6887716.8297924967
04206,4206,1199,0402,1476409.5345136586,6895511.4903685758
03118,3118,1936,0301,1494274.3026453271,6912226.9658610011
05226,5226,939,0502,1468642.0232887003,6897070.8127735620
01613,1613,1014,0106,1489714.6462578967,6900231.0010525258
04401,4401,1480,0404,1481347.4095750353,6893852.9447704777
01107,1107,960,0101,1490831.0647783689,6897275.4504161663
10109,10109,1072,1001,1510631.6570449183,6903155.2625106731
06704,6704,1452,0607,1464741.2188476420,6876571.4435881134
09102,9102,1950,0901,1496622.4994463937,6889159.1643849146
05535,5535,691,0505,1465614.4816554999,6894729.9160585245
07810,7810,1773,0708,1493345.0170415891,6870677.9298859006
05106,5106,1008,0501,1468451.1960842481,6901134.4332533982
04112,4112,1278,0401,1480655.2588550271,6896738.9270373397
06215,6215,1767,0602,1482822.7650381355,6881685.8277769163
03106,3106,1825,0301,1502911.4192355820,6913898.3999770088
05214,5214,883,0502,1467045.3133892459,6899494.0071231723
01601,1601,1380,0106,1489652.0581054189,6902651.3549303208
04313,4313,1481,0403,1479189.0441380753,6892598.1802262301
03313,3313,1726,0303,1491823.7394532235,6904932.1211614162
11618,11618,1173,1106,1507492.7956773289,6887350.6238614917
02109,2109,1875,0201,1489617.9635637351,6888744.2827430665
10608,10608,1779,1006,1512851.0975166934,6894872.0407941444
01206,1206,922,0102,1492610.4395808124,6893536.1944774725
12213,12213,1613,1202,1483601.6544996032,6904394.4243395096
08512,8512,1639,0805,1498306.1024736383,6877790.2704514489
10115,10115,1137,1001,1509291.9429952444,6902006.8419448491
06711,6711,1661,0607,1472512.5356906087,6878520.5200823275
09108,9108,2035,0901,1501627.6479585883,6887127.3975620084
06106,6106,1683,0601,1484432.4239939905,6884699.4279433349
05112,5112,1061,0501,1469986.0095375816,6901756.0254747551
08605,8605,1142,0806,1501569.6131699786,6876929.7005900620
12307,12307,1802,1203,1472371.4444972356,6911266.5748832170
11116,11116,1348,1101,1505617.9145759654,6902213.9507713309
07102,7102,1863,0701,1486231.7138853401,6891161.4590978241
10208,10208,1554,1002,1510289.5203080012,6899881.9800848551
05130,5130,1174,0501,1463945.0682453362,6901529.2688716212
08110,8110,1535,0801,1495172.8117489696,6888286.5460988451
04218,4218,1408,0402,1477021.8063341822,6893045.5602319632
03212,3212,2033,0302,1490569.7628287028,6906076.0267482437
06311,6311,1489,0603,1481098.4525662584,6878640.5634924350
01625,1625,957,0106,1491058.6985589063,6898918.9805094777
05303,5303,993,0503,1470846.0211546374,6894729.8325392297
01119,1119,1270,0101,1491202.5451678291,6895956.7897268441
04413,4413,1236,0404,1482325.4111876222,6892421.7844387470
03505,3505,2263,0305,1494024.3373611663,6901156.7854604600
12120,12120,1567,1201,1488681.3842325388,6903546.9922626149
02206,2206,1879,0202,1492505.9871116846,6890505.8467714675
01230,1230,627,0102,1492285.0402395220,6895889.1947247926
12313,12313,1473,1203,1472138.3206747244,6907238.8708124952
08611,8611,1539,0806,1500990.5135851742,6876010.7331705699
11202,11202,1429,1102,1502703.2867616804,6904513.0578837777
10214,10214,1641,1002,1507844.4799948826,6898923.0288411910
07108,7108,1714,0701,1487021.7176590890,6890288.0377976764
09204,9204,2086,0902,1504883.5408536915,6880431.4979694122
06202,6202,1720,0602,1484288.0532439090,6883348.4673211956
03408,3408,2024,0304,1499902.3759332830,6901039.1868446525
12108,12108,851,1201,1488541.0383840413,6904524.7369627021
10620,10620,1322,1006,1515304.1757953318,6896835.2373568825
01218,1218,1250,0102,1493296.6753667830,6893337.0197102129
09609,9609,1527,0906,1514891.1785116543,6882103.1835386837
12301,12301,1491,1203,1472319.5054831894,6913446.3809397072
08524,8524,1376,0805,1499342.9953191781,6876658.9038455477
11110,11110,1879,1101,1502825.4534656180,6903739.5263876310
07711,7711,2045,0707,1490649.8570203518,6873978.8834829917
10202,10202,1102,1002,1509711.7719002855,6900730.1268662559
06118,6118,1750,0601,1480607.6434797363,6881266.8157919869
08104,8104,1477,0801,1494674.8983781056,6889079.5473461654
05124,5124,1008,0501,1466355.0498682207,6900564.9373057121
07213,7213,1995,0702,1485868.7425168201,6887326.7182380157
04212,4212,1174,0402,1475963.2553380530,6893883.7208174830
06305,6305,1615,0603,1481022.9047027507,6879866.6926663434
03206,3206,2150,0302,1489363.7237997309,6909184.8259095289
05232,5232,771,0502,1467053.3796758302,6896111.6077127233
01619,1619,973,0106,1488566.5882004609,6899578.9509745715
04407,4407,1271,0404,1480724.1781222599,6892835.2037950568
01113,1113,1183,0101,1492307.8509146781,6897489.4390454348
03414,3414,1902,0304,1498527.9101659949,6908699.9110806156
12114,12114,1776,1201,1485822.6444612455,6903720.7698148768
01224,1224,1092,0102,1494419.5681874766,6892635.8747398108
09615,9615,1816,0906,1509909.7497978038,6885233.1115952181
05511,5511,978,0505,1460800.5991773971,6884076.3653328000
12302,12302,991,1203,1473326.7311278014,6913836.9165988797
05230,5230,982,0502,1467150.4186906931,6898988.5001379717
11510,11510,1712,1105,1502495.1967315045,6892289.9809438018
03907,3907,1975,0309,1497075.6902890902,6898785.2216870552
10203,10203,1588,1002,1509304.5494041068,6900874.1360825859
03412,3412,1730,0304,1498299.4733013664,6903578.2564232238
09420,9420,1151,0904,1512693.9242422369,6882609.9084408516
01508,1508,1103,0105,1486082.2359620146,6901953.7006962206
08105,8105,1276,0801,1494686.2898139015,6888610.3570406381
01222,1222,1215,0102,1493713.7661778282,6892705.4777403669
12611,12611,843,1206,1477084.2809102414,6914540.8458121801
12305,12305,990,1203,1471405.7859564563,6912068.8592003128
06306,6306,1919,0603,1475653.3451109102,6876524.4777950393
05514,5514,700,0505,1465894.1151845176,6893416.9133098638
10510,10510,1244,1005,1513001.2010483881,6888310.8360217325
10206,10206,1414,1002,1509039.7738389024,6900135.8816180080
04408,4408,1384,0404,1481657.5179762922,6893064.6415572045
03910,3910,2654,0309,1498179.1201703746,6896129.6230793577
08411,8411,1610,0804,1493695.9047860953,6876386.8397233216
08108,8108,1423,0801,1495564.3424062477,6888971.1047856109
02201,2201,1998,0202,1492859.1695019889,6889278.0838485751
01511,1511,1148,0105,1487476.4109361446,6901649.5235912763
06611,6611,1549,0606,1474625.6337642684,6879963.5925880671
12614,12614,1665,1206,1479972.3407183362,6913470.2514514802
06309,6309,1743,0603,1478908.6093463325,6878506.3451685794
11117,11117,1407,1101,1505456.1312616374,6903435.6434861692
10513,10513,1281,1005,1511102.5743485359,6889050.3943809355
04718,4718,1389,0407,1479678.7059962431,6887353.0303820763
04411,4411,1342,0404,1481482.5966335612,6892587.8729417045
03817,3817,1315,0308,1492727.9607916307,6898346.4685609397
10119,10119,1157,1001,1510802.4996303641,6901919.8229297251
08322,8322,1807,0803,1496332.5680708971,6881639.4013164435
01433,1433,973,0104,1487780.2324678218,6898206.7233263906
12602,12602,1228,1206,1479524.7053325803,6917150.7737869695
11105,11105,1680,1101,1503680.3398534223,6904505.0853745705
10501,10501,1113,1005,1514818.0470787233,6886363.2583622830
04706,4706,1519,0407,1483076.1361461908,6887283.7166368449
04323,4323,1482,0403,1480941.9107274297,6891156.3090114342
09115,9115,1684,0901,1501347.0603886433,6884276.8782589454
08402,8402,1524,0804,1494391.3487729242,6880098.0226343349
07208,7208,1763,0702,1485521.8036053549,6887713.0009074025
06602,6602,1555,0606,1474700.0213885650,6882109.3781475108
11507,11507,1941,1105,1504488.1646766220,6892644.5192669770
05227,5227,826,0502,1470716.5900816845,6899153.8378757052
11108,11108,1862,1101,1504231.3217317960,6903793.6160914032
04709,4709,1450,0407,1481317.4687953060,6886494.9031433817
09417,9417,365,0904,1518979.8468357539,6862540.5579288928
03409,3409,1957,0304,1500787.5169162941,6901691.9862634810
09118,9118,1082,0901,1503308.6778885399,6883868.0665514749
02501,2501,1727,0205,1497633.2510790871,6895543.3264136240
01219,1219,847,0102,1493298.1756478252,6892906.3362837154
07211,7211,2032,0702,1487303.4811905075,6888942.7814521724
10522,10522,1605,1005,1516016.9526934975,6894724.6545555023
10218,10218,1040,1002,1509425.1307625400,6898558.2942147031
04420,4420,1261,0404,1483626.7624302332,6891596.2731124647
04103,4103,1083,0401,1479117.2507090038,6898129.0199853582
08423,8423,1441,0804,1497417.0327864229,6876778.5611894801
08120,8120,1088,0801,1497864.4433038190,6887870.8248107079
02213,2213,1973,0202,1496014.1118075789,6890745.7881785827
01523,1523,1310,0105,1488213.7224018041,6901102.6302245138
04806,4806,1264,0401,1482833.0448561164,6894200.3905151710
11209,11209,1199,1102,1503310.9044539004,6901878.5686273519
04423,4423,1206,0404,1482901.0184788988,6891216.0887489431
10525,10525,1123,1005,1518137.3952693250,6895870.1527054850
09211,9211,2164,0902,1506494.9621858085,6881902.0159380576
08503,8503,887,0805,1498432.5257208236,6880533.8134829467
07306,7306,1731,0703,1483132.4481062954,6885882.1268753977
06701,6701,1608,0607,1460649.7303861452,6876277.3279501349
11612,11612,2013,1106,1507190.9004013720,6889659.1188744605
05316,5316,873,0503,1468575.8000613621,6895101.5120747657
11212,11212,1618,1102,1502772.1371555165,6900616.5531704109
05103,5103,1110,0501,1470188.4772108837,6904322.4968166426
03601,3601,1876,0306,1492881.8026118926,6901240.8039483083
09514,9514,2183,0905,1514205.8817516249,6877376.5951230126
03103,3103,1521,0301,1502760.2578200365,6915177.1327520125
09214,9214,2036,0902,1503963.9099034045,6884499.1006755009
08414,8414,971,0804,1492244.4714664451,6875799.8707646318
02510,2510,1843,0205,1498837.3858267907,6893919.6337344702
02204,2204,1852,0202,1494147.4623918373,6889089.3036063202
06614,6614,1818,0606,1477284.6149724470,6881009.0812868709
05304,5304,1199,0503,1472654.7394573577,6900654.8448136393
11519,11519,1952,1105,1501599.4780484797,6891162.4509630110
04721,4721,1252,0407,1479647.9905903495,6886832.3484764323
11120,11120,1470,1101,1506680.1888535249,6903077.7248538760
03506,3506,1838,0305,1494703.9832320902,6900913.5182214128
09502,9502,1822,0905,1512408.8040411519,6881203.9162451094
02513,2513,1928,0205,1498510.5344343164,6893554.2546030227
09202,9202,2082,0902,1503927.4025055212,6881654.8301324612
01231,1231,686,0102,1492233.6567957690,6895497.2975151436
07604,7604,2200,0706,1492319.4065638022,6880905.7592386855
12314,12314,1875,1203,1477934.5937927025,6907213.4588778066
05523,5523,846,0505,1462860.6193279021,6885457.0022480087
11603,11603,1826,1106,1505021.4334873969,6890616.6343256850
05307,5307,1371,0503,1473316.3936847455,6899379.9773522448
10215,10215,1173,1002,1507802.3184413933,6898067.3405390605
03919,3919,1668,0309,1494885.5173735539,6896477.3764410000
